STATION ID,TIME,LAST UPDATED,NAME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE,YEAR,MONTH
7,2022-08-01 00:00:02,2022-07-31 23:51:00,HIGH STREET,29,10,19,OPEN,High Street,53.3436,-6.27507,2022,8
45,2022-08-01 00:00:02,2022-07-31 23:52:02,DEVERELL PLACE,30,19,11,OPEN,Deverell Place,53.3515,-6.25527,2022,8
72,2022-08-01 00:00:02,2022-07-31 23:51:03,JOHN STREET WEST,31,20,11,OPEN,John Street West,53.3431,-6.27717,2022,8
73,2022-08-01 00:00:02,2022-07-31 23:56:49,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2022,8
7,2022-08-01 00:30:03,2022-08-01 00:28:05,HIGH STREET,29,11,18,OPEN,High Street,53.3436,-6.27507,2022,8
45,2022-08-01 00:30:03,2022-08-01 00:20:19,DEVERELL PLACE,30,20,10,OPEN,Deverell Place,53.3515,-6.25527,2022,8
72,2022-08-01 00:30:03,2022-08-01 00:26:49,JOHN STREET WEST,31,22,9,OPEN,John Street West,53.3431,-6.27717,2022,8
73,2022-08-01 00:30:03,2022-08-01 00:24:03,FRANCIS STREET,30,12,18,OPEN,Francis Street,53.3421,-6.27523,2022,8
7,2022-08-01 01:00:02,2022-08-01 00:50:29,HIGH STREET,29,11,18,OPEN,High Street,53.3436,-6.27507,2022,8
45,2022-08-01 01:00:02,2022-08-01 00:50:24,DEVERELL PLACE,30,20,10,OPEN,Deverell Place,53.3515,-6.25527,2022,8
72,2022-08-01 01:00:02,2022-08-01 00:50:30,JOHN STREET WEST,31,22,9,OPEN,John Street West,53.3431,-6.27717,2022,8
73,2022-08-01 01:00:02,2022-08-01 00:50:25,FRANCIS STREET,30,12,18,OPEN,Francis Street,53.3421,-6.27523,2022,8
7,2022-08-01 01:30:03,2022-08-01 01:20:46,HIGH STREET,29,11,18,OPEN,High Street,53.3436,-6.27507,2022,8
45,2022-08-01 01:30:03,2022-08-01 01:29:13,DEVERELL PLACE,30,20,10,OPEN,Deverell Place,53.3515,-6.25527,2022,8
72,2022-08-01 01:30:03,2022-08-01 01:20:48,JOHN STREET WEST,31,22,9,OPEN,John Street West,53.3431,-6.27717,2022,8
73,2022-08-01 01:30:03,2022-08-01 01:20:43,FRANCIS STREET,30,12,18,OPEN,Francis Street,53.3421,-6.27523,2022,8
7,2022-08-01 02:00:03,2022-08-01 01:51:04,HIGH STREET,29,11,18,OPEN,High Street,53.3436,-6.27507,2022,8
45,2022-08-01 02:00:03,2022-08-01 01:49:26,DEVERELL PLACE,30,20,10,OPEN,Deverell Place,53.3515,-6.25527,2022,8
72,2022-08-01 02:00:03,2022-08-01 01:51:05,JOHN STREET WEST,31,22,9,OPEN,John Street West,53.3431,-6.27717,2022,8
73,2022-08-01 02:00:03,2022-08-01 01:51:00,FRANCIS STREET,30,12,18,OPEN,Francis Street,53.3421,-6.27523,2022,8
7,2022-08-01 02:30:02,2022-08-01 02:21:21,HIGH STREET,29,11,18,OPEN,High Street,53.3436,-6.27507,2022,8
45,2022-08-01 02:30:02,2022-08-01 02:19:44,DEVERELL PLACE,30,20,10,OPEN,Deverell Place,53.3515,-6.25527,2022,8
72,2022-08-01 02:30:02,2022-08-01 02:21:23,JOHN STREET WEST,31,22,9,OPEN,John Street West,53.3431,-6.27717,2022,8
73,2022-08-01 02:30:02,2022-08-01 02:21:18,FRANCIS STREET,30,12,18,OPEN,Francis Street,53.3421,-6.27523,2022,8
7,2022-08-01 03:00:03,2022-08-01 02:52:32,HIGH STREET,29,11,18,OPEN,High Street,53.3436,-6.27507,2022,8
45,2022-08-01 03:00:03,2022-08-01 02:50:04,DEVERELL PLACE,30,20,10,OPEN,Deverell Place,53.3515,-6.25527,2022,8
72,2022-08-01 03:00:03,2022-08-01 02:51:40,JOHN STREET WEST,31,22,9,OPEN,John Street West,53.3431,-6.27717,2022,8
