STATION ID,TIME,LAST UPDATED,NAME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE,YEAR,MONTH
7,2023-02-01 00:00:03,2023-01-31 23:58:50,HIGH STREET,29,8,21,OPEN,High Street,53.3436,-6.27507,2023,2
45,2023-02-01 00:00:03,2023-01-31 23:59:26,DEVERELL PLACE,30,22,7,OPEN,Deverell Place,53.3515,-6.25527,2023,2
72,2023-02-01 00:00:03,2023-01-31 23:59:20,JOHN STREET WEST,31,10,21,OPEN,John Street West,53.3431,-6.27717,2023,2
7,2023-02-01 00:30:03,2023-02-01 00:25:39,HIGH STREET,29,7,22,OPEN,High Street,53.3436,-6.27507,2023,2
45,2023-02-01 00:30:03,2023-02-01 00:19:39,DEVERELL PLACE,30,22,7,OPEN,Deverell Place,53.3515,-6.25527,2023,2
72,2023-02-01 00:30:03,2023-02-01 00:19:33,JOHN STREET WEST,31,10,21,OPEN,John Street West,53.3431,-6.27717,2023,2
7,2023-02-01 01:00:03,2023-02-01 00:59:15,HIGH STREET,29,7,22,OPEN,High Street,53.3436,-6.27507,2023,2
45,2023-02-01 01:00:03,2023-02-01 00:50:26,DEVERELL PLACE,30,22,7,OPEN,Deverell Place,53.3515,-6.25527,2023,2
72,2023-02-01 01:00:03,2023-02-01 00:50:25,JOHN STREET WEST,31,10,21,OPEN,John Street West,53.3431,-6.27717,2023,2
7,2023-02-01 01:30:02,2023-02-01 01:19:27,HIGH STREET,29,7,22,OPEN,High Street,53.3436,-6.27507,2023,2
45,2023-02-01 01:30:02,2023-02-01 01:20:46,DEVERELL PLACE,30,22,7,OPEN,Deverell Place,53.3515,-6.25527,2023,2
72,2023-02-01 01:30:02,2023-02-01 01:20:43,JOHN STREET WEST,31,10,21,OPEN,John Street West,53.3431,-6.27717,2023,2
7,2023-02-01 02:00:03,2023-02-01 01:49:43,HIGH STREET,29,7,22,OPEN,High Street,53.3436,-6.27507,2023,2
45,2023-02-01 02:00:03,2023-02-01 01:51:05,DEVERELL PLACE,30,22,7,OPEN,Deverell Place,53.3515,-6.25527,2023,2
72,2023-02-01 02:00:03,2023-02-01 01:51:02,JOHN STREET WEST,31,10,21,OPEN,John Street West,53.3431,-6.27717,2023,2
7,2023-02-01 02:30:03,2023-02-01 02:20:00,HIGH STREET,29,7,22,OPEN,High Street,53.3436,-6.27507,2023,2
45,2023-02-01 02:30:03,2023-02-01 02:21:25,DEVERELL PLACE,30,22,7,OPEN,Deverell Place,53.3515,-6.25527,2023,2
72,2023-02-01 02:30:03,2023-02-01 02:21:20,JOHN STREET WEST,31,10,21,OPEN,John Street West,53.3431,-6.27717,2023,2
7,2023-02-01 03:00:02,2023-02-01 02:50:17,HIGH STREET,29,7,22,OPEN,High Street,53.3436,-6.27507,2023,2
45,2023-02-01 03:00:02,2023-02-01 02:51:44,DEVERELL PLACE,30,22,7,OPEN,Deverell Place,53.3515,-6.25527,2023,2
72,2023-02-01 03:00:02,2023-02-01 02:51:38,JOHN STREET WEST,31,10,21,OPEN,John Street West,53.3431,-6.27717,2023,2
7,2023-02-01 03:30:03,2023-02-01 03:27:24,HIGH STREET,29,7,22,OPEN,High Street,53.3436,-6.27507,2023,2
45,2023-02-01 03:30:03,2023-02-01 03:22:04,DEVERELL PLACE,30,22,7,OPEN,Deverell Place,53.3515,-6.25527,2023,2
