STATION ID,TIME,LAST UPDATED,NAME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE,YEAR,MONTH
7,2023-07-01 00:00:03,2023-06-30 23:58:23,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 00:00:03,2023-06-30 23:50:43,DEVERELL PLACE,30,16,14,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 00:00:03,2023-06-30 23:58:16,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 00:00:03,2023-06-30 23:52:37,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 00:30:03,2023-07-01 00:28:45,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 00:30:03,2023-07-01 00:23:06,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 00:30:03,2023-07-01 00:28:34,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 00:30:03,2023-07-01 00:22:55,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 01:00:03,2023-07-01 00:59:03,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 01:00:03,2023-07-01 00:51:20,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 01:00:03,2023-07-01 00:58:53,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 01:00:03,2023-07-01 00:53:14,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 01:30:02,2023-07-01 01:29:19,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 01:30:02,2023-07-01 01:21:37,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 01:30:02,2023-07-01 01:29:09,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 01:30:02,2023-07-01 01:23:31,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 02:00:03,2023-07-01 01:59:35,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 02:00:03,2023-07-01 01:51:53,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 02:00:03,2023-07-01 01:59:25,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 02:00:03,2023-07-01 01:59:36,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 02:30:03,2023-07-01 02:29:52,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 02:30:03,2023-07-01 02:22:09,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 02:30:03,2023-07-01 02:29:40,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 02:30:03,2023-07-01 02:24:03,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 03:00:03,2023-07-01 02:50:03,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 03:00:03,2023-07-01 02:52:25,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 03:00:03,2023-07-01 02:49:52,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 03:00:03,2023-07-01 02:54:18,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 03:30:02,2023-07-01 03:25:39,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 03:30:02,2023-07-01 03:29:10,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 03:30:02,2023-07-01 03:25:40,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 03:30:02,2023-07-01 03:26:41,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 04:00:04,2023-07-01 03:55:55,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 04:00:04,2023-07-01 03:59:26,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 04:00:04,2023-07-01 03:55:55,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 04:00:04,2023-07-01 03:56:56,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 04:30:02,2023-07-01 04:26:11,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 04:30:02,2023-07-01 04:29:42,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 04:30:02,2023-07-01 04:26:11,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 04:30:02,2023-07-01 04:27:12,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 05:00:04,2023-07-01 04:56:27,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 05:00:04,2023-07-01 04:49:53,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 05:00:04,2023-07-01 04:56:26,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 05:00:04,2023-07-01 04:57:28,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 05:30:03,2023-07-01 05:26:44,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 05:30:03,2023-07-01 05:20:11,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 05:30:03,2023-07-01 05:26:43,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 05:30:03,2023-07-01 05:27:45,FRANCIS STREET,30,4,26,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 06:00:03,2023-07-01 05:57:02,HIGH STREET,29,15,14,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 06:00:03,2023-07-01 05:50:28,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 06:00:03,2023-07-01 05:56:59,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
73,2023-07-01 06:00:03,2023-07-01 05:58:04,FRANCIS STREET,30,5,25,OPEN,Francis Street,53.3421,-6.27523,2023,7
7,2023-07-01 06:30:02,2023-07-01 06:27:21,HIGH STREET,29,16,13,OPEN,High Street,53.3436,-6.27507,2023,7
45,2023-07-01 06:30:02,2023-07-01 06:20:45,DEVERELL PLACE,30,15,15,OPEN,Deverell Place,53.3515,-6.25527,2023,7
72,2023-07-01 06:30:02,2023-07-01 06:27:15,JOHN STREET WEST,31,11,20,OPEN,John Street West,53.3431,-6.27717,2023,7
