STATION ID,TIME,LAST UPDATED,NAME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE,YEAR,MONTH
7,2022-11-01 00:00:03,2022-10-31 23:54:24,HIGH STREET,29,29,0,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 00:00:03,2022-10-31 23:50:27,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 00:00:03,2022-10-31 23:52:55,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 00:30:02,2022-11-01 00:22:19,HIGH STREET,29,28,1,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 00:30:02,2022-11-01 00:20:47,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 00:30:02,2022-11-01 00:23:14,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 01:00:03,2022-11-01 00:52:39,HIGH STREET,29,27,2,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 01:00:03,2022-11-01 00:58:54,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 01:00:03,2022-11-01 00:50:27,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 01:30:03,2022-11-01 01:22:54,HIGH STREET,29,27,2,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 01:30:03,2022-11-01 01:29:13,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 01:30:03,2022-11-01 01:20:46,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 02:00:04,2022-11-01 01:53:09,HIGH STREET,29,27,2,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 02:00:04,2022-11-01 01:49:54,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 02:00:04,2022-11-01 01:51:05,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 02:30:02,2022-11-01 02:23:24,HIGH STREET,29,27,2,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 02:30:02,2022-11-01 02:20:14,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 02:30:02,2022-11-01 02:21:25,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 03:00:03,2022-11-01 02:53:38,HIGH STREET,29,27,2,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 03:00:03,2022-11-01 02:50:33,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 03:00:03,2022-11-01 02:51:44,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 03:30:03,2022-11-01 03:29:02,HIGH STREET,29,27,2,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 03:30:03,2022-11-01 03:20:53,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 03:30:03,2022-11-01 03:22:04,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 04:00:02,2022-11-01 03:49:11,HIGH STREET,29,27,2,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 04:00:02,2022-11-01 03:56:50,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 04:00:02,2022-11-01 03:52:23,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 04:30:02,2022-11-01 04:19:26,HIGH STREET,29,27,2,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 04:30:02,2022-11-01 04:20:12,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 04:30:02,2022-11-01 04:22:41,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 05:00:02,2022-11-01 04:49:41,HIGH STREET,29,27,2,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 05:00:02,2022-11-01 04:57:33,DEVERELL PLACE,30,6,23,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 05:00:02,2022-11-01 04:53:00,JOHN STREET WEST,31,27,4,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 05:30:02,2022-11-01 05:28:48,HIGH STREET,29,28,1,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 05:30:02,2022-11-01 05:25:58,DEVERELL PLACE,30,7,22,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 05:30:02,2022-11-01 05:22:04,JOHN STREET WEST,31,28,3,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 06:00:02,2022-11-01 05:49:27,HIGH STREET,29,29,0,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 06:00:02,2022-11-01 05:56:19,DEVERELL PLACE,30,7,22,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 06:00:02,2022-11-01 05:55:05,JOHN STREET WEST,31,30,1,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 06:30:02,2022-11-01 06:19:42,HIGH STREET,29,29,0,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 06:30:02,2022-11-01 06:26:38,DEVERELL PLACE,30,7,22,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 06:30:02,2022-11-01 06:24:54,JOHN STREET WEST,31,29,2,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 07:00:02,2022-11-01 06:49:57,HIGH STREET,29,29,0,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 07:00:02,2022-11-01 06:59:05,DEVERELL PLACE,30,10,19,OPEN,Deverell Place,53.3515,-6.25527,2022,11
72,2022-11-01 07:00:02,2022-11-01 06:53:13,JOHN STREET WEST,31,30,1,OPEN,John Street West,53.3431,-6.27717,2022,11
7,2022-11-01 07:30:02,2022-11-01 07:20:12,HIGH STREET,29,29,0,OPEN,High Street,53.3436,-6.27507,2022,11
45,2022-11-01 07:30:02,2022-11-01 07:24:27,DEVERELL PLACE,30,11,18,OPEN,Deverell Place,53.3515,-6.25527,2022,11
