STATION ID,TIME,LAST UPDATED,NAME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE,YEAR,MONTH
7,2023-04-01 00:00:03,2023-03-31 23:50:06,HIGH STREET,29,13,16,OPEN,High Street,53.3436,-6.27507,2023,4
45,2023-04-01 00:00:03,2023-03-31 23:57:42,DEVERELL PLACE,30,22,8,OPEN,Deverell Place,53.3515,-6.25527,2023,4
72,2023-04-01 00:00:03,2023-03-31 23:53:02,JOHN STREET WEST,31,16,15,OPEN,John Street West,53.3431,-6.27717,2023,4
73,2023-04-01 00:00:03,2023-03-31 23:53:52,FRANCIS STREET,30,15,15,OPEN,Francis Street,53.3421,-6.27523,2023,4
7,2023-04-01 00:30:02,2023-04-01 00:20:23,HIGH STREET,29,13,16,OPEN,High Street,53.3436,-6.27507,2023,4
45,2023-04-01 00:30:02,2023-04-01 00:27:58,DEVERELL PLACE,30,22,8,OPEN,Deverell Place,53.3515,-6.25527,2023,4
72,2023-04-01 00:30:02,2023-04-01 00:23:16,JOHN STREET WEST,31,16,15,OPEN,John Street West,53.3431,-6.27717,2023,4
73,2023-04-01 00:30:02,2023-04-01 00:25:53,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2023,4
7,2023-04-01 01:00:03,2023-04-01 00:55:37,HIGH STREET,29,12,17,OPEN,High Street,53.3436,-6.27507,2023,4
45,2023-04-01 01:00:03,2023-04-01 00:54:21,DEVERELL PLACE,30,22,8,OPEN,Deverell Place,53.3515,-6.25527,2023,4
72,2023-04-01 01:00:03,2023-04-01 00:50:23,JOHN STREET WEST,31,16,15,OPEN,John Street West,53.3431,-6.27717,2023,4
73,2023-04-01 01:00:03,2023-04-01 00:58:57,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2023,4
7,2023-04-01 01:30:02,2023-04-01 01:25:53,HIGH STREET,29,12,17,OPEN,High Street,53.3436,-6.27507,2023,4
45,2023-04-01 01:30:02,2023-04-01 01:24:37,DEVERELL PLACE,30,22,8,OPEN,Deverell Place,53.3515,-6.25527,2023,4
72,2023-04-01 01:30:02,2023-04-01 01:20:38,JOHN STREET WEST,31,16,15,OPEN,John Street West,53.3431,-6.27717,2023,4
73,2023-04-01 01:30:02,2023-04-01 01:29:14,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2023,4
7,2023-04-01 02:00:02,2023-04-01 01:56:11,HIGH STREET,29,12,17,OPEN,High Street,53.3436,-6.27507,2023,4
45,2023-04-01 02:00:02,2023-04-01 01:54:52,DEVERELL PLACE,30,22,8,OPEN,Deverell Place,53.3515,-6.25527,2023,4
72,2023-04-01 02:00:02,2023-04-01 01:50:53,JOHN STREET WEST,31,16,15,OPEN,John Street West,53.3431,-6.27717,2023,4
73,2023-04-01 02:00:02,2023-04-01 01:59:31,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2023,4
7,2023-04-01 02:30:02,2023-04-01 02:26:30,HIGH STREET,29,12,17,OPEN,High Street,53.3436,-6.27507,2023,4
45,2023-04-01 02:30:02,2023-04-01 02:25:07,DEVERELL PLACE,30,22,8,OPEN,Deverell Place,53.3515,-6.25527,2023,4
72,2023-04-01 02:30:02,2023-04-01 02:21:08,JOHN STREET WEST,31,16,15,OPEN,John Street West,53.3431,-6.27717,2023,4
73,2023-04-01 02:30:02,2023-04-01 02:19:42,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2023,4
7,2023-04-01 03:00:03,2023-04-01 02:56:46,HIGH STREET,29,12,17,OPEN,High Street,53.3436,-6.27507,2023,4
45,2023-04-01 03:00:03,2023-04-01 02:55:24,DEVERELL PLACE,30,22,8,OPEN,Deverell Place,53.3515,-6.25527,2023,4
72,2023-04-01 03:00:03,2023-04-01 02:51:23,JOHN STREET WEST,31,16,15,OPEN,John Street West,53.3431,-6.27717,2023,4
73,2023-04-01 03:00:03,2023-04-01 02:49:58,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2023,4
7,2023-04-01 03:30:02,2023-04-01 03:27:03,HIGH STREET,29,12,17,OPEN,High Street,53.3436,-6.27507,2023,4
45,2023-04-01 03:30:02,2023-04-01 03:25:41,DEVERELL PLACE,30,22,8,OPEN,Deverell Place,53.3515,-6.25527,2023,4
