STATION ID,TIME,LAST UPDATED,NAME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE,YEAR,MONTH
7,2022-01-01 00:00:04,2021-12-31 23:57:27,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 00:00:04,2021-12-31 23:57:49,DEVERELL PLACE,30,16,14,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 00:00:04,2021-12-31 23:57:47,JOHN STREET WEST,31,0,31,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 00:00:04,2021-12-31 23:53:44,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 00:30:03,2022-01-01 00:20:28,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 00:30:03,2022-01-01 00:28:05,DEVERELL PLACE,30,16,14,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 00:30:03,2022-01-01 00:22:17,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 00:30:03,2022-01-01 00:24:04,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 01:00:02,2022-01-01 00:50:47,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 01:00:02,2022-01-01 00:58:25,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 01:00:02,2022-01-01 00:52:36,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 01:00:02,2022-01-01 00:54:24,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 01:30:03,2022-01-01 01:21:07,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 01:30:03,2022-01-01 01:20:24,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 01:30:03,2022-01-01 01:20:33,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 01:30:03,2022-01-01 01:20:30,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 02:00:04,2022-01-01 01:51:26,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 02:00:04,2022-01-01 01:50:42,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 02:00:04,2022-01-01 01:58:51,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 02:00:04,2022-01-01 01:50:49,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 02:30:03,2022-01-01 02:21:46,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 02:30:03,2022-01-01 02:20:59,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 02:30:03,2022-01-01 02:29:10,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 02:30:03,2022-01-01 02:21:08,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 03:00:02,2022-01-01 02:52:05,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 03:00:02,2022-01-01 02:51:16,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 03:00:02,2022-01-01 02:52:42,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 03:00:02,2022-01-01 02:51:27,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 03:30:03,2022-01-01 03:22:24,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 03:30:03,2022-01-01 03:21:33,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 03:30:03,2022-01-01 03:23:02,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 03:30:03,2022-01-01 03:21:46,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 04:00:04,2022-01-01 03:52:44,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 04:00:04,2022-01-01 03:51:50,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 04:00:04,2022-01-01 03:53:21,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 04:00:04,2022-01-01 03:52:05,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 04:30:02,2022-01-01 04:23:03,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 04:30:02,2022-01-01 04:22:08,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 04:30:02,2022-01-01 04:23:40,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 04:30:02,2022-01-01 04:22:25,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 05:00:03,2022-01-01 04:53:22,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 05:00:03,2022-01-01 04:52:25,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 05:00:03,2022-01-01 04:54:00,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 05:00:03,2022-01-01 04:52:44,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 05:30:03,2022-01-01 05:20:14,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 05:30:03,2022-01-01 05:20:12,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 05:30:03,2022-01-01 05:22:33,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 05:30:03,2022-01-01 05:20:16,FRANCIS STREET,30,13,17,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 06:00:06,2022-01-01 05:50:33,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 06:00:06,2022-01-01 05:50:29,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 06:00:06,2022-01-01 05:52:52,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 06:00:06,2022-01-01 05:56:42,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 06:30:03,2022-01-01 06:20:52,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 06:30:03,2022-01-01 06:28:42,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 06:30:03,2022-01-01 06:23:11,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 06:30:03,2022-01-01 06:27:02,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 07:00:03,2022-01-01 06:51:12,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 07:00:03,2022-01-01 06:58:59,DEVERELL PLACE,30,8,22,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 07:00:03,2022-01-01 06:53:31,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 07:00:03,2022-01-01 06:57:21,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 07:30:04,2022-01-01 07:21:31,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 07:30:04,2022-01-01 07:26:07,DEVERELL PLACE,30,7,23,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 07:30:04,2022-01-01 07:23:50,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 07:30:04,2022-01-01 07:27:41,FRANCIS STREET,30,14,16,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 08:00:04,2022-01-01 07:51:51,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 08:00:04,2022-01-01 07:59:39,DEVERELL PLACE,30,7,23,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 08:00:04,2022-01-01 07:54:10,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 08:00:04,2022-01-01 07:51:50,FRANCIS STREET,30,15,15,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 08:30:03,2022-01-01 08:22:10,HIGH STREET,29,4,25,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 08:30:03,2022-01-01 08:19:50,DEVERELL PLACE,30,7,23,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 08:30:03,2022-01-01 08:24:29,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 08:30:03,2022-01-01 08:26:59,FRANCIS STREET,30,18,12,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 09:00:02,2022-01-01 08:54:40,HIGH STREET,29,5,24,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 09:00:02,2022-01-01 08:50:07,DEVERELL PLACE,30,7,23,OPEN,Deverell Place,53.3515,-6.25527,2022,1
72,2022-01-01 09:00:02,2022-01-01 08:54:49,JOHN STREET WEST,31,1,30,OPEN,John Street West,53.3431,-6.27717,2022,1
73,2022-01-01 09:00:02,2022-01-01 08:57:18,FRANCIS STREET,30,18,12,OPEN,Francis Street,53.3421,-6.27523,2022,1
7,2022-01-01 09:30:02,2022-01-01 09:24:43,HIGH STREET,29,5,24,OPEN,High Street,53.3436,-6.27507,2022,1
45,2022-01-01 09:30:02,2022-01-01 09:20:25,DEVERELL PLACE,30,7,23,OPEN,Deverell Place,53.3515,-6.25527,2022,1
